Strong's Number,Original Word,English Meaning,Telugu Word,Telugu Meaning,Language,Testament
H3465,יָשָׁן,yashan (yaw-shawn') adj.,,,Hebrew,Old Testament
H3466,יְשָׁנָה,Yshanah (yesh-aw-naw') n/p.,,,Hebrew,Old Testament
H3467,יָשַׁע,yasha` (yaw-shah') v.,యాషా,రక్షించు,Hebrew,Old Testament
H3468,יֶשַׁע יֵשַׁע,liberty,,,Hebrew,Old Testament
H3469,יִשׁעִי,Yish`iy (yish-ee') n/p.,,,Hebrew,Old Testament
H3470,יְשַׁעיָה יְשַׁעיָהוּ,Ysha`yah (yesh-ah-yaw') (or Yshayahuw yesh-ah-yaw'-hoo) n/p.,,,Hebrew,Old Testament
H3471,יָשׁפֵה,a gem supposed to be jasper (from the resemblance in name),,,Hebrew,Old Testament
H3472,יִשׁפָּה,Yishpah (yish-paw') n/p.,,,Hebrew,Old Testament
H3473,יִשׁפָּן,Yishpan (yish-pawn') n/p.,,,Hebrew,Old Testament
H3474,יָשַׁר,yashar (yaw-shar') v.,,,Hebrew,Old Testament
H3475,יֵשֶׁר,Yesher (yay'-sher) n/p.,,,Hebrew,Old Testament
H3476,יוֹשֶׁר,the right,,,Hebrew,Old Testament
H3477,יָשָׁר,yashar (yaw-shawr') adj.,,,Hebrew,Old Testament
H3478,יִשׂרָאֵל,Yisra'el (yis-raw-ale') n/p.,యిస్రాయేల్,ఇశ్రాయేలు,Hebrew,Old Testament
H3479,יִשׂרָאֵל,Yisra'el (yis-raw-ale') n/p.,,,Hebrew,Old Testament
H3480,יְשַׂראֵלָה,Ysar'elah (yes-ar-ale'-aw) n/p.,,,Hebrew,Old Testament
H3481,יִשׂרְאֵלִי,Yisr'eliy (yis-reh-ay-lee') adj.,,,Hebrew,Old Testament
H3482,יִשׂרְאֵלִיתּ,Yisr'eliyth (yis-reh-ay-leeth') adj.,,,Hebrew,Old Testament
H3483,יִשׁרָה,rectitude,,,Hebrew,Old Testament
H3484,יְשׁוּרוּן,Yshuruwn (yesh-oo-roon') n/p.,,,Hebrew,Old Testament
H3485,יִשָּׂשׂכָּר,Yissaskar (yis-saw-kawr') ((strictly yis-saws-kawr')) n/p.,,,Hebrew,Old Testament
H3486,יָשֵׁשׁ,yashesh (yaw-shaysh') adj.,,,Hebrew,Old Testament
H3487,יַת,yath (yath) prt.,,,Hebrew,Old Testament
H3488,יְתִב,ythiyb (yeth-eeb') v.,,,Hebrew,Old Testament
H3489,יָתֵד,a peg,,,Hebrew,Old Testament
H3490,יָתוֹם,a bereaved person,,,Hebrew,Old Testament
H3491,יָתוּר,yathuwr (yaw-thoor') v.,,,Hebrew,Old Testament
H3492,יַתּתִּיר,Yattiyr (yat-teer') n/l.,,,Hebrew,Old Testament
H3493,יַתּתִּיר,yattiyr (yat-teer') adj.,,,Hebrew,Old Testament
H3494,יִתלָה,Yithlah (yith-law') n/l.,,,Hebrew,Old Testament
H3495,יִתמָה,Yithmah (yith-maw') n/p.,,,Hebrew,Old Testament
H3496,יַתנִיאֵל,Yathniy'el (yath-nee-ale') n/p.,,,Hebrew,Old Testament
H3497,יִתנָן,Yithnan (yith-nawn') n/l.,,,Hebrew,Old Testament
H3498,יָתַר,yathar (yaw-thar') v.,,,Hebrew,Old Testament
H3499,יֶתֶר,(properly) an overhanging,,,Hebrew,Old Testament
H3500,יֶתֶר,Yether (yeh'-ther) n/p.,,,Hebrew,Old Testament
H3501,יִתרָא,Yithra' (yith-raw') n/p.,,,Hebrew,Old Testament
H3502,יִתרָה,(properly) excellence,,,Hebrew,Old Testament
H3503,יִתרוֹ,Yithrow (yith-ro') n/p.,,,Hebrew,Old Testament
H3504,יִתרוֹן,preeminence,,,Hebrew,Old Testament
H3505,יִתרִי,Yithriy (yith-ree') adj.,,,Hebrew,Old Testament
H3506,יִתרָן,Yithran (yith-rawn') n/p.,,,Hebrew,Old Testament
H3507,יִתרְעָם,Yithr`am (yith-reh-awm') n/p.,,,Hebrew,Old Testament
H3508,יוֹתֶרֶת,the lobe or flap of the liver (as if redundant or outhanging),,,Hebrew,Old Testament
H3509,יְתֵת,Ytheyh (yeh-thayth') n/p.,,,Hebrew,Old Testament
H3510,כָּאַב,ka'ab (kaw-ab') v.,,,Hebrew,Old Testament
H3511,כְּאֵב,suffering (physical or mental),,,Hebrew,Old Testament
H3512,כָּאָה,ka'ah (kaw-aw') v.,,,Hebrew,Old Testament
H3513,כָּבַד כָּבֵד,kabad (kaw-bad') (or kabed kaw-bade') v.,కాబద్,గొప్పచేయు,Hebrew,Old Testament
H3514,כּוֹבֶד,weight,,,Hebrew,Old Testament
H3515,כָּבֵד,kabed (kaw-bade') adj.,,,Hebrew,Old Testament
H3516,כָּבֵד,the liver (as the heaviest of the viscera),,,Hebrew,Old Testament
H3517,כְּבֵדוּת,difficulty,,,Hebrew,Old Testament
H3518,כָּבָה,kabah (kaw-baw') v.,,,Hebrew,Old Testament
H3519,כָּבוֹד כָּבוֹד,(properly) weight,కాబోద్,మహిమ,Hebrew,Old Testament
H3520,כְּבוּדָּה,weightiness,,,Hebrew,Old Testament
H3521,כָּבוּל,Kabuwl (kaw-bool') n/l.,,,Hebrew,Old Testament
H3522,כַּבּוֹן,Kabbown (kab-bone') n/l.,,,Hebrew,Old Testament
H3523,כְּבִיר,a matrass (of intertwined materials),,,Hebrew,Old Testament
H3524,כַּבִּיר,kabbiyr (kab-beer') adj.,,,Hebrew,Old Testament
H3525,כֶּבֶל,a fetter,,,Hebrew,Old Testament
H3526,כָּבַס,kabac (kaw-bas') v.,,,Hebrew,Old Testament
H3527,כָּבַר,kabar (kaw-bar') v.,,,Hebrew,Old Testament
H3528,כְּבָר,kbar (keb-awr') adv.,,,Hebrew,Old Testament
H3529,כְּבָר,Kbar (keb-awr') n/l.,,,Hebrew,Old Testament
H3530,כִּברָה,(properly) length,,,Hebrew,Old Testament
H3531,כְּבָרָה,a sieve (as netted),,,Hebrew,Old Testament
H3532,כֶּבֶשׂ,a ram (just old enough to butt),,,Hebrew,Old Testament
H3533,כָּבַשׁ,kabash (kaw-bash') v.,,,Hebrew,Old Testament
H3534,כֶּבֶשׁ,a footstool (as trodden upon),,,Hebrew,Old Testament
H3535,כִּבשָׂה כַּבשָׂה,a ewe,,,Hebrew,Old Testament
H3536,כִּבשָׁן,a smelting furnace (as reducing metals),,,Hebrew,Old Testament
H3537,כַּד,(properly) a pail,,,Hebrew,Old Testament
H3538,כְּדַב,kdab (ked-ab') adj.,,,Hebrew,Old Testament
H3539,כַּדכּוֹד,a sparkling gem,,,Hebrew,Old Testament
H3540,כְּדָרלָעוֹמֶר,Kdorla`omer (ked-or-law-o'-mer) n/p.,,,Hebrew,Old Testament
H3541,כּוֹה,koh (ko) adv.,,,Hebrew,Old Testament
H3542,כָּה,kah (kaw) p/d.,,,Hebrew,Old Testament
H3543,כָּהָה,kahah (kaw-haw') v.,,,Hebrew,Old Testament
H3544,כֵּהֶה,keheh (kay-heh') adj.,,,Hebrew,Old Testament
H3545,כֵּהָה,(properly) a weakening,,,Hebrew,Old Testament
H3546,כְּהַל,khal (keh-hal') v.,,,Hebrew,Old Testament
H3547,כָּהַן,kahan (kaw-han') v.,,,Hebrew,Old Testament
H3548,כּוֹהֵן,(literally) one officiating,కోహేన్,యాజకుడు,Hebrew,Old Testament
H3549,כָּהֵן,priest,,,Hebrew,Old Testament
H3550,כְּהוּנָּה,priesthood,,,Hebrew,Old Testament
H3551,כַּו,a window (as a perforation),,,Hebrew,Old Testament
H3552,כּוּב,Kuwb (koob) n/l.,,,Hebrew,Old Testament
H3553,כּוֹבַע,a helmet (as arched),,,Hebrew,Old Testament
H3554,כָּוָה,kavah (kaw-vaw') v.,,,Hebrew,Old Testament
H3555,כְּוִיָה,a branding,,,Hebrew,Old Testament
H3556,כּוֹכָב,a star (as round or as shining),,,Hebrew,Old Testament
H3557,כּוּל,kuwl (kool) v.,,,Hebrew,Old Testament
H3558,כּוּמָז,a jewel (probably gold beads),,,Hebrew,Old Testament
H3559,כּוּן,kuwn (koon) v.,,,Hebrew,Old Testament
H3560,כּוּן,Kuwn (koon) n/l.,,,Hebrew,Old Testament
H3561,כַּוָּן,something prepared,,,Hebrew,Old Testament
H3562,כּוֹנַניָהוּ,Kownanyahuw (ko-nan-yaw'-hoo) n/p.,,,Hebrew,Old Testament
H3563,כּוֹס,kowc (koce) n-e.,,,Hebrew,Old Testament
H3564,כּוּר,a pot or furnace (as if excavated),,,Hebrew,Old Testament
H3565,כּוֹר עָשָׁן,Kowr`Ashan (kore aw-shawn') n/l.,,,Hebrew,Old Testament
H3566,כּוֹרֶשׁ כּוֹרֶשׁ,Kowresh (ko'-resh) (or (Ezra 1) n/p.,,,Hebrew,Old Testament
H3567,כּוֹרֶשׁ,Kowresh (ko'-resh) n/p.,,,Hebrew,Old Testament
H3568,כּוּשׁ,Kuwsh (koosh) n/l.,,,Hebrew,Old Testament
H3569,כּוּשִׁי,Kuwshiy (koo-shee') adj.,,,Hebrew,Old Testament
H3570,כּוּשִׁי,Kuwshiy (koo-shee') n/p.,,,Hebrew,Old Testament
H3571,כּוּשִׁיתּ,Kuwshiyth (koo-sheeth') adj.,,,Hebrew,Old Testament
H3572,כּוּשָׁן,Kuwshan (koo-shawn') n/l.,,,Hebrew,Old Testament
H3573,כּוּשַׁן רִשׁעָתַיִם,Kuwshan Rish`athayim (koo-shan' rish-aw-thah'-yim) n/p.,,,Hebrew,Old Testament
H3574,כּוֹשָׁרָה,prosperity,,,Hebrew,Old Testament
H3575,כּוּת כּוּתָה,Kuwth (kooth) (or (feminine) Kuwthah koo-thaw') n/l.,,,Hebrew,Old Testament
H3576,כָּזַב,kazab (kaw-zab') v.,,,Hebrew,Old Testament
H3577,כָּזָב,falsehood,,,Hebrew,Old Testament
H3578,כּוֹזְבָא,Kozba' (ko-zeb-aw') n/l.,,,Hebrew,Old Testament
H3579,כָּזבִּי,Kozbiy (koz-bee') n/p.,,,Hebrew,Old Testament
H3580,כְּזִיבּ,Kziyb (kez-eeb') n/l.,,,Hebrew,Old Testament
H3581,כּוַֹח כּוַֹח,vigor,,,Hebrew,Old Testament
H3582,כָּחַד,kachad (kaw-khad') v.,,,Hebrew,Old Testament
H3583,כָּחַל,kachal (kaw-khal') v.,,,Hebrew,Old Testament
H3584,כָּחַשׁ,kachash (kaw-khash') v.,,,Hebrew,Old Testament
H3585,כַּחַשׁ,(literally) a failure of flesh,,,Hebrew,Old Testament
H3586,כֶּחָשׁ,kechash (kekh-awsh') adj.,,,Hebrew,Old Testament
H3587,כִּי,a brand or scar,,,Hebrew,Old Testament
H3588,כִּי,kiy (kee) conj.,కీ,ఎందుకంటే,Hebrew,Old Testament
H3589,כִּידּ,(figuratively) calamity,,,Hebrew,Old Testament
H3590,כִּידּוֹד,(properly) something struck off,,,Hebrew,Old Testament
H3591,כִּידּוֹן,(properly) something to strike with,,,Hebrew,Old Testament
H3592,כִּידּוֹן,Kiydown (kee-dohn') n/l.,,,Hebrew,Old Testament
H3593,כִּידּוֹר,perhaps tumult,,,Hebrew,Old Testament
H3594,כִּיוּן,Kiyuwn (kee-yoon') n/t.,,,Hebrew,Old Testament
H3595,כִּיוֹר כִּיוֹר,(properly) something round (as excavated or bored),,,Hebrew,Old Testament
H3596,כִּילַי כֵּלַי,niggardly,,,Hebrew,Old Testament
H3597,כֵּילַף,a club or sledge-hammer,,,Hebrew,Old Testament
H3598,כִּימָה,a cluster of stars,,,Hebrew,Old Testament
H3599,כִּיס,a cup,,,Hebrew,Old Testament
H3600,כִּיר,a cooking range (consisting of two parallel stones,,,Hebrew,Old Testament
H3601,כִּישׁוֹר,(literally) a director,,,Hebrew,Old Testament
H3602,כָּכָה,kakah (kaw'-kaw) adv.,,,Hebrew,Old Testament
H3603,כִּכָר,a circle,,,Hebrew,Old Testament
H3604,כִּכֵר,a talent,,,Hebrew,Old Testament
H3605,כּוֹל כּוֹל,(properly) the whole,కూల్,అంతా,Hebrew,Old Testament
H3606,כּוֹל,all,,,Hebrew,Old Testament
H3607,כָּלָא,kala' (kaw-law') v.,,,Hebrew,Old Testament
H3608,כֶּלֶא,a prison,,,Hebrew,Old Testament
H3609,כִּלאָב,Kil'ab (kil-awb') n/p.,,,Hebrew,Old Testament
H3610,כִּלאַיִם,two heterogeneities,,,Hebrew,Old Testament
H3611,כֶּלֶב,a dog,,,Hebrew,Old Testament
H3612,כָּלֵב,Kaleb (kaw-labe') n/p.,,,Hebrew,Old Testament
H3613,כָּלֵב אֶפרָתָה,Kaleb 'Ephrathah (kaw-labe' ef-raw'-thaw) n/l.,,,Hebrew,Old Testament
H3614,כָּלִבּוֹ כָּלֵבִי,Kalibbow (kaw-lib-bo') (probably by erroneous transcription for Kalebiy kaw-lay-bee') adj.,,,Hebrew,Old Testament
H3615,כָּלָה,kalah (kaw-law') v.,కాలా,ముగించు,Hebrew,Old Testament
H3616,כָּלֶה,kaleh (kaw-leh') adj.,,,Hebrew,Old Testament
H3617,כָּלָה,a completion,,,Hebrew,Old Testament
H3618,כַּלָּה,a bride (as if perfect),,,Hebrew,Old Testament
H3619,כְּלוּב,a bird-trap (as furnished with a clap-stick or treadle to spring it),,,Hebrew,Old Testament
H3620,כְּלוּב,Kluwb (kel-oob') n/p.,,,Hebrew,Old Testament
H3621,כְּלוּבַי,Kluwbay (kel-oo-bay'-ee) n/p.,,,Hebrew,Old Testament
H3622,כְּלוּהַי,Kluwhay (kel-oo-hah'-ee) n/p.,,,Hebrew,Old Testament
H3623,כְּלוּלָה,bridehood (only in the plural),,,Hebrew,Old Testament
H3624,כֶּלַח,maturity,,,Hebrew,Old Testament
H3625,כֶּלַח,Kelach (keh'-lakh) n/l.,,,Hebrew,Old Testament
H3626,כָּל ־ חוֹזֶה,Kol-Chozeh (kol-kho-zeh') n/p.,,,Hebrew,Old Testament
H3627,כְּלִי,something prepared,,,Hebrew,Old Testament
H3628,כְּלִיא כְּלוּא,a prison,,,Hebrew,Old Testament
H3629,כִּליָה,a kidney (as an essential organ),,,Hebrew,Old Testament
H3630,כִּליוֹן,Kilyown (kil-yone') n/p.,,,Hebrew,Old Testament
H3631,כִּלָּיוֹן,pining,,,Hebrew,Old Testament
H3632,כָּלִיל,kaliyl (kaw-leel') adj.,,,Hebrew,Old Testament
H3633,כַּלכּוֹל,Kalkol (kal-kole') n/p.,,,Hebrew,Old Testament
H3634,כָּלַל,kalal (kaw-lal') v.,,,Hebrew,Old Testament
H3635,כְּלַל,klal (kel-al') v.,,,Hebrew,Old Testament
H3636,כְּלָל,Klal (kel-awl') n/p.,,,Hebrew,Old Testament
H3637,כָּלַם,kalam (kaw-lawm') v.,,,Hebrew,Old Testament
H3638,כִּלמָד,Kilmad (kil-mawd') n/l.,,,Hebrew,Old Testament
H3639,כְּלִמָּה,disgrace,,,Hebrew,Old Testament
H3640,כְּלִמּוּת,disgrace,,,Hebrew,Old Testament
H3641,כַּלנֶה כַּלנֵה כַּלנוֹ,Kalneh (kal-neh') (or Kalneh kal-nay' also Kalnow kal-no',,,Hebrew,Old Testament
H3642,כָּמַהּ,kamahh (kaw-mah) v.,,,Hebrew,Old Testament
H3643,כִּמהָם,Kimham (kim-hawm') n/l.,,,Hebrew,Old Testament
H3644,כְּמוֹ כָּמוֹ,kmow (kem-o') (or kamow kaw-mo') adv.,,,Hebrew,Old Testament
H3645,כְּמוֹשׁ כְּמִישׁ,Kmowsh (kem-oshe') (or (Jer. 48) n/t.,,,Hebrew,Old Testament
H3646,כַּמּוֹן,"""cummin"" (from its use as a condiment)",,,Hebrew,Old Testament
H3647,כָּמַס,kamac (kaw-mas') v.,,,Hebrew,Old Testament
H3648,כָּמַר,kamar (kaw-mar') v.,,,Hebrew,Old Testament
H3649,כָּמָר,(properly) an ascetic (as if shrunk with self-maceration),,,Hebrew,Old Testament
H3650,כִּמרִיר,obscuration (as if from shrinkage of light,,,Hebrew,Old Testament
H3651,כֵּן,ken (kane) adj.,కేన్,అలాగే,Hebrew,Old Testament
H3652,כֵּן,ken (kane) adv.,,,Hebrew,Old Testament
H3653,כֵּן,a stand,,,Hebrew,Old Testament
H3654,כֵּן,a gnat (from infixing its sting,,,Hebrew,Old Testament
H3655,כָּנָה,kanah (kaw-naw') v.,,,Hebrew,Old Testament
H3656,כַּנֶּה,Kanneh (kan-neh') n/l.,,,Hebrew,Old Testament
H3657,כַּנָּה,a plant (as set),,,Hebrew,Old Testament
H3658,כִּנּוֹר,a harp,,,Hebrew,Old Testament
H3659,כָּניָהוּ,Konyahuw (kon-yaw'-hoo) n/p.,,,Hebrew,Old Testament
H3660,כְּנֵמָא,knema' (ken-ay-maw') adv.,,,Hebrew,Old Testament
H3661,כָּנַן,to set out,,,Hebrew,Old Testament
H3662,כְּנָנִי,Knaniy (ken-aw-nee') n/p.,,,Hebrew,Old Testament
H3663,כְּנַניָה כְּנַניָהוּ,Knanyah (ken-an-yaw') (or Knanyahuw ken-an-yaw'-hoo) n/p.,,,Hebrew,Old Testament
H3664,כָּנַס,kanac (kaw-nas') v.,,,Hebrew,Old Testament
H3665,כָּנַע,kana` (kaw-nah') v.,,,Hebrew,Old Testament
H3666,כִּנעָה,a package,,,Hebrew,Old Testament
H3667,כְּנַעַן,humiliated,,,Hebrew,Old Testament
H3668,כְּנַעֲנָה,Kna`anah (ken-ah-an-aw') n/p.,,,Hebrew,Old Testament
H3669,כְּנַעַנִי,Kna`aniy (ken-ah-an-ee') adj.,,,Hebrew,Old Testament
H3670,כָּנַף,kanaph (kaw-naf') v.,,,Hebrew,Old Testament
H3671,כָּנָף,an edge or extremity,,,Hebrew,Old Testament
H3672,כִּנְּרוֹת כִּנֶּרֶת,Kinnrowth (kin-ner-oth') (or Kinnereth kin-neh'-reth) n/l.,,,Hebrew,Old Testament
H3673,כָּנַשׁ,kanash (kaw-nash') v.,,,Hebrew,Old Testament
H3674,כְּנָת,a colleague (as having the same title),,,Hebrew,Old Testament
H3675,כְּנָת,companion,,,Hebrew,Old Testament
H3676,כֵּס,sworn,,,Hebrew,Old Testament
H3677,כֶּסֶא כֶּסֶה,(properly) fulness or the full moon,,,Hebrew,Old Testament
H3678,כִּסֵּא כִּסֵּה,(properly) covered,,,Hebrew,Old Testament
H3679,כַּסדַּי,Kacday (kas-dah'-ee) adj.,,,Hebrew,Old Testament
H3680,כָּסָה,kacah (kaw-saw') v.,,,Hebrew,Old Testament
H3681,כָּסוּי,(properly) covered,,,Hebrew,Old Testament
H3682,כְּסוּת,a cover (garment),,,Hebrew,Old Testament
H3683,כָּסַח,kacach (kaw-sakh') v.,,,Hebrew,Old Testament
H3684,כְּסִיל,(properly) fat,,,Hebrew,Old Testament
H3685,כְּסִיל,any notable constellation,,,Hebrew,Old Testament
H3686,כְּסִיל,Kciyl (kes-eel') n/l.,,,Hebrew,Old Testament
H3687,כְּסִילוּת,silliness,,,Hebrew,Old Testament
H3688,כָּסַל,kacal (kaw-sal') v.,,,Hebrew,Old Testament
H3689,כֶּסֶל,(properly) fatness,,,Hebrew,Old Testament
H3690,כִּסלָה,in a good sense,,,Hebrew,Old Testament
H3691,כִּסלֵו,Kiclev (kis-lave') n/p.,,,Hebrew,Old Testament
H3692,כִּסלוֹן,Kiclown (kis-lone') n/p.,,,Hebrew,Old Testament
H3693,כְּסָלוֹן,Kcalown (kes-aw-lone') n/l.,,,Hebrew,Old Testament
H3694,כְּסוּלּוֹת,Kcullowth (kes-ool-loth') n/l.,,,Hebrew,Old Testament
H3695,כַּסלוּחִים,Kacluchiym (kas-loo'-kheem) n/g.,,,Hebrew,Old Testament
H3696,כִּסוֹלתּ תָּבוֹר,Kicloth Tabor (kis-loth' taw-bore') n/l.,,,Hebrew,Old Testament
H3697,כָּסַם,kacam (kaw-sam') v.,,,Hebrew,Old Testament
H3698,כּוּסֶּמֶת,spelt (from its bristliness as if just shorn),,,Hebrew,Old Testament
H3699,כָּסַס,kacac (kaw-sas') v.,,,Hebrew,Old Testament
H3700,כָּסַף,kacaph (kaw-saf') v.,,,Hebrew,Old Testament
H3701,כֶּסֶף,silver (from its pale color),కెసెఫ్,వెండి,Hebrew,Old Testament
H3702,כְּסַף,money,,,Hebrew,Old Testament
H3703,כָּסִפיָא,Kaciphya' (kaw-sif-yaw') n/l.,,,Hebrew,Old Testament
H3704,כֶּסֶת,a cushion or pillow (as covering a seat or bed),,,Hebrew,Old Testament
H3705,כְּעַן,k`an (keh-an') adv.,,,Hebrew,Old Testament
H3706,כְּעֶנֶת כְּעֶת,k`eneth (keh-eh'-neth) adv.,,,Hebrew,Old Testament
H3707,כַּעַס,ka`ac (kaw-as') v.,,,Hebrew,Old Testament
H3708,כַּעַס כַּעַשׂ,vexation,,,Hebrew,Old Testament
H3709,כַּף,the hollow hand or palm (so of the paw of an animal,,,Hebrew,Old Testament
H3710,כֵּף,a hollow rock,,,Hebrew,Old Testament
H3711,כָּפָה,kaphah (kaw-faw') v.,,,Hebrew,Old Testament
H3712,כִּפָּה,a leaf of a palm-tree,,,Hebrew,Old Testament
H3713,כְּפוֹר,(properly) a cover,,,Hebrew,Old Testament
H3714,כָּפִיס,a girder,,,Hebrew,Old Testament
H3715,כְּפִיר,a village (as covered in by walls),,,Hebrew,Old Testament
H3716,כְּפִירָה,Kphiyrah (kef-ee-raw') n/l.,,,Hebrew,Old Testament
H3717,כָּפַל,kaphal (kaw-fal') v.,,,Hebrew,Old Testament
H3718,כֶּפֶל,a duplicate,,,Hebrew,Old Testament
H3719,כָּפַן,kaphan (kaw-fan') v.,,,Hebrew,Old Testament
H3720,כָּפָן,hunger (as making to stoop with emptiness and pain),,,Hebrew,Old Testament
H3721,כָּפַף,kaphaph (kaw-faf') v.,,,Hebrew,Old Testament
H3722,כָּפַר,kaphar (kaw-far') v.,,,Hebrew,Old Testament
H3723,כָּפָר,a village (as protected by walls),,,Hebrew,Old Testament
H3724,כּוֹפֶר,(properly) a cover,,,Hebrew,Old Testament
H3725,כִּפּוּר,expiation (only in plural),,,Hebrew,Old Testament
H3726,כְּפַר הָעַמּוֹנִי,Kphar ha-`Ammowniy (kef-ar' haw-am-mo-nee') n/l.,,,Hebrew,Old Testament
H3727,כַּפּוֹרֶת,a lid (used only of the cover of the sacred Ark),,,Hebrew,Old Testament
H3728,כָּפַשׁ,kaphash (kaw-fash') v.,,,Hebrew,Old Testament
H3729,כְּפַת,kphath (kef-ath') v.,,,Hebrew,Old Testament
H3730,כַּפתּוֹר כַּפתּוֹר,a chaplet,,,Hebrew,Old Testament
H3731,כַּפתּוֹר כַּפתּוֹר,Kaphtor (kaf-tore') (or (Am. 9) n/l.,,,Hebrew,Old Testament
H3732,כַּפתּוֹרִי,Kaphtoriy (kaf-to-ree') adj.,,,Hebrew,Old Testament
H3733,כַּר,a ram (as full-grown and fat),,,Hebrew,Old Testament
H3734,כּוֹר,(properly) a deep round vessel,,,Hebrew,Old Testament
H3735,כָּרָא,Kara' (kaw-raw') v.,,,Hebrew,Old Testament
H3736,כַּרבֵּל,karbel (kar-bale') v.,,,Hebrew,Old Testament
H3737,כַּרבְּלָא,a mantle,,,Hebrew,Old Testament
H3738,כָּרָה,karah (kaw-raw') v.,,,Hebrew,Old Testament
H3739,כָּרָה,karah (kaw-raw') v.,,,Hebrew,Old Testament
H3740,כֵּרָה,a purchase,,,Hebrew,Old Testament
H3741,כָּרָה,a meadow,,,Hebrew,Old Testament
H3742,כְּרוּב,a cherub or imaginary figure,,,Hebrew,Old Testament
H3743,כְּרוּב,Kruwb (ker-oob') n/l.,,,Hebrew,Old Testament
H3744,כָּרוֹז,a herald,,,Hebrew,Old Testament
H3745,כְּרַז,kraz (ker-az') v.,,,Hebrew,Old Testament
H3746,כָּרִי,kariy (kaw-ree') adj.,,,Hebrew,Old Testament
H3747,כְּרִיתּ,Kriyth (ker-eeth') n/l.,,,Hebrew,Old Testament
H3748,כְּרִיתּוּת,a cutting (of the matrimonial bond),,,Hebrew,Old Testament
H3749,כַּרכּוֹב,a rim or top margin,,,Hebrew,Old Testament
H3750,כַּרכּוֹם,the crocus,,,Hebrew,Old Testament
H3751,כַּרכְּמִישׁ,Karkmiysh (kar-kem-eesh') n/l.,,,Hebrew,Old Testament
H3752,כַּרכַּס,Karkac (kar-kas') n/p.,,,Hebrew,Old Testament
H3753,כַּרכָּרָה,a dromedary (from its rapid motion as if dancing),,,Hebrew,Old Testament
H3754,כֶּרֶם,a garden or vineyard,,,Hebrew,Old Testament
H3755,כּוֹרֵם,korem (ko-rame') v.,,,Hebrew,Old Testament
H3756,כַּרמִי,Karmiy (kar-mee') n/p.,,,Hebrew,Old Testament
H3757,כַּרמִי,Karmiy (kar-mee') adj.,,,Hebrew,Old Testament
H3758,כַּרמִיל,carmine,,,Hebrew,Old Testament
H3759,כַּרמֶל,a planted field (garden,,,Hebrew,Old Testament
H3760,כַּרמֶל,Karmel (kar-mel') n/l.,,,Hebrew,Old Testament
H3761,כַּרמְלִי,Karmliy (kar-mel-ee') adj.,,,Hebrew,Old Testament
H3762,כַּרמְלִיתּ,Karmliyth (kar-mel-eeth') adj.,,,Hebrew,Old Testament
H3763,כְּרָן,Kran (ker-awn') n/p.,,,Hebrew,Old Testament
H3764,כָּרסֵא,a throne,,,Hebrew,Old Testament
H3765,כִּרסֵם,kircem (kir-same') v.,,,Hebrew,Old Testament
H3766,כָּרַע,kara` (kaw-rah') v.,,,Hebrew,Old Testament
H3767,כָּרָע,the leg (from the knee to the ankle) of men or locusts (only in the dual),,,Hebrew,Old Testament
H3768,כַּרפַּס,byssus (fine linen cloth of cotton or silk) or a fine vegetable wool,,,Hebrew,Old Testament
H3769,כָּרַר,karar (kaw-rar') v.,,,Hebrew,Old Testament
H3770,כְּרֵשׂ,the paunch or belly (as swelling out),,,Hebrew,Old Testament
H3771,כַּרשְׁנָא,Karshna' (kar-shen-aw') n/p.,,,Hebrew,Old Testament
H3772,כָּרַת,karath (kaw-rath') v.,కారత్,కోయు,Hebrew,Old Testament
H3773,כָּרוּתָה,something cut,,,Hebrew,Old Testament
H3774,כְּרֵתִי,Krethiy (ker-ay-thee') adj.,,,Hebrew,Old Testament
H3775,כֶּשֶׂב,a young sheep,,,Hebrew,Old Testament
H3776,כִּשׂבָּה,a young ewe,,,Hebrew,Old Testament
H3777,כֶּשֶׂד,Kesed (keh'-sed) n/p.,,,Hebrew,Old Testament
H3778,כַּשׂדִּי כַּשׂדִּימָה,Kasdiy (kas-dee') ((occasionally with enclitic) Kasdiymah kas-dee'- maw) n/l.,కశ్దీం,కల్దీయులు,Hebrew,Old Testament
H3779,כַּשׂדַּי,a Chaldaean or inhabitant of Chaldaea,,,Hebrew,Old Testament
H3780,כָּשָׂה,kasah (kaw-saw') v.,,,Hebrew,Old Testament
H3781,כַּשִּׁיל,(properly) a feller (something that fells trees),,,Hebrew,Old Testament
H3782,כָּשַׁל,kashal (kaw-shal') v.,,,Hebrew,Old Testament
